yr,mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,casual,registered,cnt,season_fall,season_springer,season_summer,season_winter,weather_Heavy Rain,weather_Light Snow,weather_Mist,hr_sin,hr_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos
0,1,1,0,1,1,0.1836734693877551,0.1667,0.44,0.49124250617138826,0.0,2.0,2,False,True,False,False,False,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,4,0,1,1,0.14285714285714288,0.1364,0.47,0.45621253085694136,0.0,1.0,1,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,5,0,1,1,0.14285714285714288,0.1364,0.47,0.33337251675091106,0.0,3.0,3,False,True,False,False,False,False,False,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,6,0,1,1,0.12244897959183676,0.1061,0.5,0.45621253085694136,0.0,30.0,30,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,7,0,1,1,0.12244897959183676,0.1364,0.5,0.22804749030210417,1.0,63.0,64,False,True,False,False,False,False,False,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,8,0,1,1,0.12244897959183676,0.1212,0.5,0.33337251675091106,1.0,153.0,154,False,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,9,0,1,1,0.14285714285714288,0.1364,0.43,0.45621253085694136,7.0,81.0,88,False,True,False,False,False,False,False,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,10,0,1,1,0.163265306122449,0.1667,0.43,0.298224991183731,11.0,33.0,44,False,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,11,0,1,1,0.1836734693877551,0.1818,0.4,0.38603502997531447,10.0,41.0,51,False,True,False,False,False,False,False,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,12,0,1,1,0.20408163265306123,0.2121,0.35,0.3508875044081345,13.0,48.0,61,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,13,0,1,1,0.22448979591836735,0.2121,0.35,0.33337251675091106,8.0,53.0,61,False,True,False,False,False,False,False,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,14,0,1,1,0.2448979591836735,0.2424,0.3,0.33337251675091106,11.0,66.0,77,False,True,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,15,0,1,1,0.2448979591836735,0.2424,0.3,0.298224991183731,14.0,58.0,72,False,True,False,False,False,False,False,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,16,0,1,1,0.2448979591836735,0.2424,0.3,0.298224991183731,9.0,67.0,76,False,True,False,False,False,False,False,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,17,0,1,1,0.22448979591836735,0.2273,0.3,0.2631950158692841,11.0,146.0,157,False,True,False,False,False,False,False,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,18,0,1,1,0.22448979591836735,0.2576,0.32,0.12284001410603033,9.0,148.0,157,False,True,False,False,False,False,False,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,19,0,1,1,0.1836734693877551,0.2576,0.47,0.0,8.0,102.0,110,False,True,False,False,False,False,False,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,20,0,1,1,0.1836734693877551,0.2273,0.47,0.12284001410603033,3.0,49.0,52,False,True,False,False,False,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,21,0,1,1,0.163265306122449,0.197,0.64,0.15786998942047725,3.0,49.0,52,False,True,False,False,False,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,22,0,1,1,0.12244897959183676,0.1515,0.69,0.15786998942047725,0.0,20.0,20,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,23,0,1,1,0.163265306122449,0.2121,0.55,0.12284001410603033,1.0,11.0,12,False,True,False,False,False,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0,1,0,0,2,1,0.14285714285714288,0.1818,0.55,0.12284001410603033,0.0,5.0,5,False,True,False,False,False,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,1,0,2,1,0.14285714285714288,0.1818,0.59,0.12284001410603033,0.0,2.0,2,False,True,False,False,False,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,2,0,2,1,0.12244897959183676,0.1515,0.63,0.15786998942047725,0.0,1.0,1,False,True,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,4,0,2,1,0.12244897959183676,0.1818,0.63,0.10532502644880687,0.0,2.0,2,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,5,0,2,1,0.10204081632653061,0.1515,0.68,0.12284001410603033,0.0,4.0,4,False,True,False,False,False,False,False,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,6,0,2,1,0.10204081632653061,0.1515,0.74,0.12284001410603033,0.0,36.0,36,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,7,0,2,1,0.10204081632653061,0.1515,0.74,0.15786998942047725,2.0,92.0,94,False,True,False,False,False,False,False,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,8,0,2,1,0.12244897959183676,0.1515,0.69,0.19301751498765723,2.0,177.0,179,False,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,9,0,2,1,0.14285714285714288,0.1515,0.64,0.2631950158692841,2.0,98.0,100,False,True,False,False,False,False,False,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,10,0,2,1,0.14285714285714288,0.1364,0.69,0.38603502997531447,5.0,37.0,42,False,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,11,0,2,1,0.20408163265306123,0.2121,0.51,0.3508875044081345,7.0,50.0,57,False,True,False,False,False,False,False,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,12,0,2,1,0.20408163265306123,0.2273,0.51,0.19301751498765723,12.0,66.0,78,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,13,0,2,1,0.22448979591836735,0.2273,0.56,0.22804749030210417,18.0,79.0,97,False,True,False,False,False,False,False,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,14,0,2,1,0.2448979591836735,0.2576,0.52,0.2631950158692841,9.0,54.0,63,False,False,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,15,0,2,1,0.2653061224489796,0.2727,0.52,0.298224991183731,17.0,48.0,65,False,True,False,False,False,False,False,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,16,0,2,1,0.2857142857142857,0.2879,0.49,0.298224991183731,15.0,68.0,83,False,True,False,False,False,False,False,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,17,0,2,1,0.2653061224489796,0.2727,0.48,0.2631950158692841,10.0,202.0,212,False,True,False,False,False,False,False,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,18,0,2,1,0.2448979591836735,0.2576,0.48,0.22804749030210417,3.0,179.0,182,False,True,False,False,False,False,False,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,19,0,2,1,0.22448979591836735,0.2576,0.48,0.12284001410603033,2.0,110.0,112,False,True,False,False,False,False,False,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,20,0,2,1,0.22448979591836735,0.2576,0.48,0.12284001410603033,1.0,53.0,54,False,True,False,False,False,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,21,0,2,1,0.20408163265306123,0.2727,0.64,0.0,0.0,48.0,48,False,True,False,False,False,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,22,0,2,1,0.20408163265306123,0.2576,0.64,0.10532502644880687,1.0,34.0,35,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,23,0,2,1,0.1836734693877551,0.2273,0.69,0.10532502644880687,2.0,9.0,11,False,True,False,False,False,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,1,0,0,3,1,0.1836734693877551,0.2576,0.64,0.0,0.0,6.0,6,False,True,False,False,False,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,1,0,3,1,0.14285714285714288,0.197,0.74,0.10532502644880687,0.0,6.0,6,False,True,False,False,False,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,2,0,3,1,0.14285714285714288,0.197,0.74,0.10532502644880687,0.0,2.0,2,False,True,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,4,0,3,1,0.22448979591836735,0.2273,0.48,0.2631950158692841,0.0,2.0,2,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,5,0,3,1,0.20408163265306123,0.2273,0.47,0.19301751498765723,0.0,3.0,3,False,True,False,False,False,False,False,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,6,0,3,1,0.1836734693877551,0.197,0.47,0.2631950158692841,0.0,33.0,33,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,7,0,3,1,0.163265306122449,0.1818,0.43,0.22804749030210417,1.0,87.0,88,False,True,False,False,False,False,False,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,8,0,3,1,0.1836734693877551,0.1818,0.4,0.3508875044081345,3.0,192.0,195,False,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,9,0,3,1,0.20408163265306123,0.197,0.37,0.38603502997531447,6.0,109.0,115,False,True,False,False,False,False,False,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,10,0,3,1,0.20408163265306123,0.197,0.37,0.38603502997531447,4.0,53.0,57,False,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,11,0,3,1,0.2448979591836735,0.2273,0.33,0.38603502997531447,12.0,34.0,46,False,True,False,False,False,False,False,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,12,0,3,1,0.2448979591836735,0.2273,0.33,0.38603502997531447,5.0,74.0,79,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,13,0,3,1,0.2653061224489796,0.2576,0.3,0.3508875044081345,6.0,65.0,71,False,True,False,False,False,False,False,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,14,0,3,1,0.2857142857142857,0.2879,0.28,0.22804749030210417,10.0,52.0,62,False,True,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,15,0,3,1,0.2857142857142857,0.2879,0.28,0.22804749030210417,7.0,55.0,62,False,True,False,False,False,False,False,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,16,0,3,1,0.2857142857142857,0.3182,0.28,0.10532502644880687,4.0,85.0,89,False,True,False,False,False,False,False,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,17,0,3,1,0.22448979591836735,0.2273,0.38,0.22804749030210417,4.0,186.0,190,False,True,False,False,False,False,False,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,18,0,3,1,0.22448979591836735,0.2424,0.38,0.15786998942047725,3.0,166.0,169,False,True,False,False,False,False,False,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,19,0,3,1,0.22448979591836735,0.2576,0.38,0.12284001410603033,5.0,127.0,132,False,True,False,False,False,False,False,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,20,0,3,1,0.20408163265306123,0.2273,0.47,0.19301751498765723,7.0,82.0,89,False,True,False,False,False,False,False,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,21,0,3,1,0.1836734693877551,0.197,0.51,0.22804749030210417,3.0,40.0,43,False,True,False,False,False,False,False,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,22,0,3,1,0.163265306122449,0.197,0.55,0.15786998942047725,1.0,41.0,42,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,23,0,3,1,0.1836734693877551,0.2576,0.47,0.0,1.0,18.0,19,False,True,False,False,False,False,False,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,1,0,0,4,1,0.163265306122449,0.2424,0.55,0.0,0.0,11.0,11,False,True,False,False,False,False,False,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0,1,1,0,4,1,0.14285714285714288,0.2273,0.64,0.0,0.0,4.0,4,False,True,False,False,False,False,False,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0,1,2,0,4,1,0.14285714285714288,0.2273,0.64,0.0,0.0,2.0,2,False,True,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0,1,4,0,4,1,0.14285714285714288,0.197,0.64,0.10532502644880687,0.0,1.0,1,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0,1,5,0,4,1,0.12244897959183676,0.1818,0.69,0.10532502644880687,0.0,4.0,4,False,True,False,False,False,False,True,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
